IDs,final_classification,genebank_id,accession_id,start,stop,gene_description,socus,sig_seq,is_family,group,origin,bits_score,e_value,final_call
gene:plasmid:136261,plasmid,4549448,NC_008612.1,137679,138176,hypothetical protein,P99018ORF_171,ISBco3,IS5,IS5,Bacillus coagulans,32.2,0.85,plasmid
gene:plasmid:136262,plasmid,4549449,NC_008612.1,138280,138543,hypothetical protein,P99018ORF_172,ISHsal8,IS5,,Halobacterium salinarum,32.2,0.44,plasmid
gene:plasmid:136264,plasmid,4549451,NC_008612.1,139744,141207,ATPases of the AAA+ class,P99018ORF_174,ISPla1,IS1595,ISPna2,Parvibaculum lavamentivorans,34.2,0.65,plasmid
gene:plasmid:136266,plasmid,4549453,NC_008612.1,141697,142089,hypothetical protein,P99018ORF_176,ISNha2,IS701,,Nitrobacter hamburgensis,36.2,0.043,plasmid
gene:plasmid:136267,plasmid,4549454,NC_008612.1,142326,143510,hypothetical protein,P99018ORF_177,ISPlu14,IS5,,Photorhabdus luminescens,34.2,0.52,plasmid
gene:plasmid:136268,plasmid,4549455,NC_008612.1,143522,143869,hypothetical protein,P99018ORF_178,ISNha9,IS256,,Nitrobacter hamburgensis,34.2,0.15,plasmid
gene:plasmid:136269,plasmid,4549456,NC_008612.1,143869,144294,hypothetical protein,P99018ORF_179,ISCc5,IS1182,,Caulobacter crescentus,30.2,2.9,plasmid
gene:plasmid:136274,plasmid,4549461,NC_008612.1,146501,147661,hypothetical protein,P99018ORF_184,ISRsp2,IS21,,Rhizobium sp.,40.1,0.008,plasmid
gene:plasmid:136277,plasmid,4549464,NC_008612.1,21192,21470,hypothetical protein,P99018ORF_031,ISH22,IS200/IS605,IS605,Halobacterium sp.,34.2,0.12,plasmid
gene:plasmid:136278,plasmid,4549465,NC_008612.1,21523,22191,hypothetical protein,P99018ORF_032,ISClhy1,IS1182,,Clostridium hylemonae,32.2,1.2,plasmid
gene:plasmid:136279,plasmid,4549466,NC_008612.1,22253,22408,hypothetical protein,P99018ORF_033,ISXfu1,IS5,IS5,Xanthomonas fuscans,32.2,0.25,plasmid
gene:plasmid:136282,plasmid,4549469,NC_008612.1,11160,11720,alcohol dehydrogenase class III,P99018ORF_016,IS15,IS6,,Salmonella panama,40.1,0.004,plasmid
gene:plasmid:136284,plasmid,4549471,NC_008612.1,12505,12702,ArsR family transcriptional regulator,P99018ORF_018,IS15DIV,IS6,,Salmonella typhimurium,36.2,0.021,plasmid
gene:plasmid:136288,plasmid,4549475,NC_008612.1,14345,15082,resolvase,P99018ORF_022,ISPa40,Tn3,,Pseudomonas aeruginosa,36.2,0.082,plasmid
gene:plasmid:136289,plasmid,4549476,NC_008612.1,15079,15303,hypothetical protein,P99018ORF_023,ISAli15,IS66,,Azospirillum lipoferum,34.2,0.094,plasmid
gene:plasmid:136291,plasmid,4549478,NC_008612.1,17183,17485,phosphoglucosamine mutase,P99018ORF_025,ISMgi2,IS1182,,Mycobacterium gilvum,36.2,0.033,plasmid
gene:plasmid:136294,plasmid,4549481,NC_008612.1,18694,19005,hypothetical protein,P99018ORF_028,ISAar38,IS5,IS427,Arthrobacter arilaitensis,32.2,0.52,plasmid
gene:plasmid:136299,likely IS/TE,4549486,NC_008612.1,2961,3617,tetracycline repressor protein TetR,P99018ORF_005,IS15DIV,IS6,,Salmonella typhimurium,105,9.00E-23,likely IS/TE
gene:plasmid:136301,plasmid,4549488,NC_008612.1,4992,6101,putative alcohol dehydrogenase class III,P99018ORF_007,ISCaq1,IS5,IS903,Comamonas aquatica,34.2,0.49,plasmid
gene:plasmid:136302,plasmid,4549489,NC_008612.1,6123,6557,esterase,P99018ORF_008,IS15DII,IS6,,Salmonella panama,38.2,0.012,plasmid
gene:plasmid:136304,plasmid,4549491,NC_008612.1,147703,148698,hypothetical protein,P99018ORF_185,ISSpu24,IS66,,Shewanella putrefaciens,40.1,0.007,plasmid
gene:plasmid:136305,plasmid,4549492,NC_008612.1,148698,149231,endonuclease,P99018ORF_186,ISEcl6,IS66,,Enterobacter cloacae,32.2,0.92,plasmid
gene:plasmid:136309,plasmid,4549564,NC_008612.1,23052,23363,hypothetical protein,P99018ORF_035,ISAcp5,IS110,IS1111,Acidobacterium capsulatum,32.2,0.52,plasmid
gene:plasmid:137610,plasmid,4595239,NC_008697.1,187760,190480,2-oxoacid dehydrogenase subunit E1,Noca_4858,ISRce2,IS1182,,Rhodospirillum centenum,36.2,0.31,plasmid
gene:plasmid:137614,plasmid,4595243,NC_008697.1,194648,196351,cytochrome-c oxidase,Noca_4865,ISMex22,Tn3,,Methylobacterium extorquens,42.1,0.003,plasmid
gene:plasmid:138406,plasmid,4685922,NC_008760.1,112093,112169,tRNA,Pnap_R0062,ISHvo18,IS200/IS605,IS605,Haloferax volcanii,28.2,1.7,plasmid
gene:plasmid:136993,likely IS/TE,4711877,NC_008791.1,65332,65790,IS200/IS605-like element IS1541C family transposase,YE_RS21525,IS1541C,IS200/IS605,IS200,Yersinia enterocolitica,910,0,likely IS/TE
gene:plasmid:136996,likely IS/TE,4711880,NC_008791.1,1206,1549,,YE_RS21125,IS1400,IS3,IS407,Yersinia enterocolitica,658,0,likely IS/TE
gene:plasmid:137025,likely IS/TE,4711909,NC_008791.1,63018,64355,IS4 family transposase,YE_RS21515,ISPcc3,IS4,IS4,Pectobacterium carotovorum,761,0,likely IS/TE
gene:plasmid:136744,likely IS/TE,5169317,NC_009477.1,22621,22821,,SaurJH9_2759,ISEnfa4,IS256,,Enterococcus faecealis,383,8.00E-107,likely IS/TE
gene:plasmid:136758,plasmid,5169331,NC_009477.1,19076,19357,,SaurJH9_2755,ISHalsp1,IS200/IS605,IS1341,Halorubrum sp.,30.2,1.9,plasmid
gene:plasmid:141405,plasmid,4267640,NC_004604.2,51194,52679,rRNA,BMQ_pBM40081,ISHli8,IS6,,Halohasta litchfieldiae,34.2,0.66,plasmid
gene:plasmid:14104,plasmid,874939,NC_002522.1,3051,3590,ORF III,pLIM_01,ISBli6,IS110,,Brevibacterium linens,36.2,0.06,plasmid
gene:plasmid:14189,plasmid,1343130,NC_005012.1,31279,31671,hypothetical protein,pVir_p48,ISWosp5,IS4,IS231,Wolbachia sp.,42.1,7.00E-04,plasmid
gene:plasmid:141719,plasmid,1113430,NC_002138.1,1655,2287,,pCIS3_02,ISSba9,IS256,,Shewanella baltica,32.2,1.1,plasmid
gene:plasmid:141187,plasmid,4267572,NC_004966.1,13308,14120,OrfX,pAH82_p14,ISMae23,IS630,,Microcystis aeruginosa,40.1,0.006,plasmid
gene:plasmid:141412,UNCLASSIFIED,1498117,NC_000000.0,0,0,,Manual,,,,,,,UNCLASSIFIED
gene:plasmid:139557,plasmid,1222405,NC_003296.1,354189,354273,tRNA,RS_RS18470,IS1549,IS1634,,Mycobacterium smegmatis,32.2,0.12,plasmid
gene:plasmid:139558,plasmid,1223263,NC_003296.1,1201573,1201685,rRNA,RS_RS21700,ISSphsp7,IS21,,Sphingobium sp.,30.2,0.69,plasmid
gene:plasmid:139559,plasmid,1223264,NC_003296.1,1201799,1204691,rRNA,RS_RS21705,ISHahy8,IS30,,Halanaerobium hydrogeniformans,34.2,1.3,plasmid
gene:plasmid:139560,plasmid,1223265,NC_003296.1,1204939,1205014,tRNA,RS_RS21710,ISOan2,IS1380,,Octadecabacter antarcticus,28.2,1.7,plasmid
gene:plasmid:139561,plasmid,1223266,NC_003296.1,1205051,1205127,tRNA,RS_RS21715,ISPpu10,IS110,,Pseudomonas putida,28.2,1.7,plasmid
gene:plasmid:139562,plasmid,1223267,NC_003296.1,1205187,1206727,rRNA,RS_RS21720,ISKrh7,IS30,,Kocuria rhizophila,34.2,0.68,plasmid
gene:plasmid:141250,plasmid,1251334,NC_003384.1,164125,164841,,HCM1.220,ISMsi3,IS3,IS407,Methylocella silvestris,36.2,0.08,plasmid
gene:plasmid:141251,likely IS/TE,1251336,NC_003384.1,162920,164124,,HCM1.217,IS26,IS6,,Proteus vulgaris,1626,0,likely IS/TE
gene:plasmid:141254,likely IS/TE,1251350,NC_003384.1,107061,107243,,HCM1.136a.S.1c,ISEc52,IS3,IS3,Escherichia coli,192,1.00E-49,likely IS/TE
gene:plasmid:141255,likely IS/TE,1251377,NC_003384.1,125975,126914,,HCM1.170,IS4321R,IS110,IS1111,Enterobacter aerogenes,1265,0,likely IS/TE
gene:plasmid:140399,plasmid,1149245,NC_004838.1,82930,84108,,Y1101,ISNamo19,IS200/IS605,IS605,Natronomonas moolapensis,42.1,0.002,plasmid
gene:plasmid:141354,plasmid,4271765,NC_008342.1,33077,33382,hypothetical protein,Neut_2619,ISRop2,ISAzo13,,Rhodococcus opacus,38.2,0.008,plasmid
gene:plasmid:141421,plasmid,3119674,NC_006373.1,6006,7196,hypothetical protein,NBU1_09,ISPpu15,IS66,,Pseudomonas putida,36.2,0.13,plasmid
gene:plasmid:141422,plasmid,3119675,NC_006373.1,1263,2003,hypothetical protein,NBU1_03,ISPlba3,IS1595,,Planctomycetes bacterium,34.2,0.32,plasmid
gene:plasmid:141423,plasmid,3119676,NC_006373.1,5687,6001,hypothetical protein,NBU1_08,ISNph29,IS200/IS605,IS1341,Natronomonas pharaonis,30.2,2.1,plasmid
gene:plasmid:141424,plasmid,3119677,NC_006373.1,35,754,hypothetical protein,NBU1_01,ISGva2,IS256,IS1249,Gardnerella vaginalis,32.2,1.2,plasmid
gene:plasmid:141425,plasmid,3119678,NC_006373.1,4576,5517,hypothetical protein,NBU1_06,ISSpal1,IS481,,Sphingopyxis alaskensis,34.2,0.41,plasmid
gene:plasmid:141426,plasmid,3119679,NC_006373.1,8591,9994,MobN1,NBU1_11,ISNwi4,IS1595,ISNha5,Nitrobacter winogradskyi,34.2,0.62,plasmid
gene:plasmid:141427,plasmid,3119680,NC_006373.1,7428,8384,PrmN1,NBU1_10,ISCasp4,IS701,ISAba11,Calothrix sp.,36.2,0.11,plasmid
gene:plasmid:141428,plasmid,3119681,NC_006373.1,810,1253,hypothetical protein,NBU1_02,ISClj1,IS1202,IS1202,Clostridium ljungdahlii,36.2,0.049,plasmid
gene:plasmid:141429,plasmid,3119682,NC_006373.1,3231,4568,IntN1,NBU1_05,ISAbe14,ISL3,,Acinetobacter bereziniae,36.2,0.15,plasmid
gene:plasmid:141430,plasmid,3119683,NC_006373.1,4905,5486,hypothetical protein,NBU1_07,ISKpn49,IS66,,Klebsiella Pneumoniae,32.2,1,plasmid
gene:plasmid:141431,plasmid,3119684,NC_006373.1,2029,2838,hypothetical protein,NBU1_04,ISPst2,ISL3,,Pseudomonas stutzeri,34.2,0.36,plasmid
gene:plasmid:139316,plasmid,3978351,NC_007930.1,141176,141532,hypothetical protein,LSL_RS10200,ISFtu2,IS5,IS427,Francisella tularensis,32.2,0.6,plasmid
gene:plasmid:139317,plasmid,3978352,NC_007930.1,141993,142262,DNA polymerase III subunit epsilon,LSL_RS10205,ISCth13,ISL3,,Clostridium thermocellum,32.2,0.45,plasmid
gene:plasmid:139318,plasmid,3978353,NC_007930.1,142259,142573,glutaredoxin family protein,LSL_RS10210,ISAcma19,IS4,IS10,Acaryochloris marina,34.2,0.13,plasmid
gene:plasmid:139320,plasmid,3978355,NC_007930.1,143411,143923,hypothetical protein,LSL_RS10220,ISMae3,IS1,,Microcystis aeruginosa,34.2,0.22,plasmid
gene:plasmid:139321,plasmid,3978356,NC_007930.1,144030,144644,hypothetical protein,LSL_RS10225,ISMbov9,IS1634,,Mycoplasma bovis,34.2,0.27,plasmid
gene:plasmid:139322,plasmid,3978357,NC_007930.1,144822,145037,hypothetical protein,LSL_RS10230,ISNma5,IS630,,Natrialba magadii,36.2,0.023,plasmid
gene:plasmid:139323,plasmid,3978358,NC_007930.1,180280,181275,D-2-hydroxyacid dehydrogenase,LSL_RS10405,ISAcsp5,IS3,IS150,Acinetobacter sp.,32.2,1.7,plasmid
gene:plasmid:139324,plasmid,3978359,NC_007930.1,181336,182016,fructose-6-phosphate aldolase,LSL_RS10410,ISSde4,IS110,IS1111,Shewanella denitrificans,34.2,0.3,plasmid
gene:plasmid:139325,plasmid,3978360,NC_007930.1,182083,182463,PTS glucitol/sorbitol transporter subunit IIA,LSL_RS10415,ISCth4,IS256,,Clostridium thermocellum,34.2,0.16,plasmid
gene:plasmid:139326,plasmid,3978361,NC_007930.1,182500,183525,PTS glucitol/sorbitol transporter subunit IIB,LSL_RS10420,ISRa1,IS982,,Riemerella anati,36.2,0.11,plasmid
gene:plasmid:139327,plasmid,3978362,NC_007930.1,183542,184084,PTS sorbitol transporter subunit IIC,LSL_RS10425,ISMbov1,IS30,,Mycoplasma bovis,36.2,0.06,plasmid
gene:plasmid:139328,plasmid,3978363,NC_007930.1,184096,184593,glucitol operon activator,LSL_RS10430,ISPmi3,IS1,,Proteus mirabilis,40.1,0.004,plasmid
gene:plasmid:139329,plasmid,3978364,NC_007930.1,184594,186453,HTH domain-containing protein,LSL_RS10435,ISRfsp3,IS5,ISL2,Roseiflexus sp.,38.2,0.053,plasmid
gene:plasmid:139330,plasmid,3978365,NC_007930.1,186469,187272,SDR family oxidoreductase,LSL_RS10440,ISPaen5,IS1595,,Paenibacillus sp.,32.2,1.4,plasmid
gene:plasmid:139331,plasmid,3978366,NC_007930.1,187574,188517,,LSL_1894b,ISPma1,IS1595,IS1595,Photobacterium mandapamensis,34.2,0.42,plasmid
gene:plasmid:139332,plasmid,3978367,NC_007930.1,188604,188780,hypothetical protein,LSL_1895,ISKne1,IS1,,Kingella negevensis,30.2,1.1,plasmid
gene:plasmid:139333,plasmid,3978368,NC_007930.1,188833,189225,hypothetical protein,LSL_RS10455,ISArch21,IS5,,uncultured archaeon,38.2,0.011,plasmid
gene:plasmid:139334,plasmid,3978369,NC_007930.1,189327,189530,hypothetical protein,LSL_RS10460,ISCysp8,ISAs1,,Cyanothece sp.,32.2,0.34,plasmid
gene:plasmid:139335,plasmid,3978370,NC_007930.1,189520,190167,hypothetical protein,LSL_RS10465,ISElu1,IS1202,IS1202,Entomoplasma luminosum,32.2,1.1,plasmid
gene:plasmid:139336,plasmid,3978371,NC_007930.1,190295,190435,hypothetical protein,LSL_1899,ISSbr1,ISNCY,ISDol1,Candidatus Scalindua,32.2,0.22,plasmid
gene:plasmid:139337,plasmid,3978372,NC_007930.1,190470,191366,2-nitropropane dioxygenase,LSL_RS10470,ISSc1,IS30,,Spiroplasma citri,36.2,0.1,plasmid
gene:plasmid:139338,plasmid,3978373,NC_007930.1,191469,194126,bifunctional acetaldehyde-CoA/alcohol dehydrogenase,LSL_RS10475,ISPein1,IS1202,IS1202,Pediococcus inopinatus,34.2,1.2,plasmid
gene:plasmid:139339,plasmid,3978374,NC_007930.1,194800,195168,,LSL_1902b,ISPin1,IS1595,ISPna2,Psychromonas ingrahamii,36.2,0.04,plasmid
gene:plasmid:139340,plasmid,3978375,NC_007930.1,195234,197204,fructose-bisphosphatase class III,LSL_RS10490,ISBath1,IS1595,ISPna2,Bacillus thermotolerans,36.2,0.22,plasmid
gene:plasmid:139341,plasmid,3978376,NC_007930.1,208360,209328,thioredoxin family protein,LSL_RS10580,ISPrre10,IS91,,Providencia rettgeri,38.2,0.027,plasmid
gene:plasmid:139342,plasmid,3978377,NC_007930.1,209511,209852,hypothetical protein,LSL_RS10585,MITEBth3,Tn3,,Bacillus thuringiensis,34.2,0.15,plasmid
gene:plasmid:139343,plasmid,3978378,NC_007930.1,209873,210139,hypothetical protein,LSL_RS10590,ISCbt4,IS607,,Clostridium botulinum,34.2,0.11,plasmid
gene:plasmid:139344,plasmid,3978379,NC_007930.1,210301,211479,pyridoxal phosphate-dependent aminotransferase,LSL_RS10595,ISMco5,IS256,,Methanosaeta concilii,34.2,0.52,plasmid
gene:plasmid:139345,plasmid,3978380,NC_007930.1,211497,212282,carbon-nitrogen family hydrolase,LSL_RS10600,ISKmi4,ISAs1,,Klebsiella michiganensis,32.2,1.4,plasmid
gene:plasmid:139346,plasmid,3978381,NC_007930.1,212425,212916,DUF1440 domain-containing protein,LSL_RS10605,ISSod15,IS3,IS3,Shewanella oneidensis,34.2,0.21,plasmid
gene:plasmid:139347,plasmid,3978382,NC_007930.1,212943,213257,metal-sulfur cluster assembly factor,LSL_RS10610,ISHahy2,IS3,IS150,Halanaerobium hydrogeniformans,30.2,2.1,plasmid
gene:plasmid:139348,plasmid,3978383,NC_007930.1,213274,214155,"L-serine ammonia-lyase, iron-sulfur-dependent, subunit alpha",LSL_RS10615,ISCsa2,IS256,,Caldicellulosiruptor saccharolyticus,34.2,0.39,plasmid
gene:plasmid:139349,plasmid,3978384,NC_007930.1,214168,214830,serine dehydratase,LSL_RS10620,ISBce15,IS3,IS150,Bacillus cereus,38.2,0.019,plasmid
gene:plasmid:139354,plasmid,3978389,NC_007930.1,219499,219936,nucleoside-diphosphate kinase,LSL_RS10645,ISIpo1,IS1202,IS1202,Intestinibaculum porci,32.2,0.75,plasmid
gene:plasmid:139355,plasmid,3978390,NC_007930.1,220021,220884,ROK family protein,LSL_RS10650,TnBth3,Tn3,,Bacillus thuringiensis,34.2,0.38,plasmid
gene:plasmid:139356,plasmid,3978391,NC_007930.1,221115,221987,N-acetylneuraminate lyase,LSL_RS10655,ISCysp14,IS200/IS605,IS605,Cyanothece sp.,38.2,0.025,plasmid
gene:plasmid:139357,plasmid,3978392,NC_007930.1,222007,222696,N-acetylmannosamine-6-phosphate 2-epimerase,LSL_RS10660,ISMbov8,IS1634,,Mycoplasma bovis,38.2,0.019,plasmid
gene:plasmid:139358,plasmid,3978393,NC_007930.1,222736,223566,MurR/RpiR family transcriptional regulator,LSL_RS10665,Tn4430,Tn3,,Bacillus thuringiensis,32.2,1.4,plasmid
gene:plasmid:139359,plasmid,3978394,NC_007930.1,223623,224240,NAD-dependent epimerase/dehydratase family protein,LSL_RS10670,ISVlu1,ISL3,,Vagococcus lutrae,36.2,0.068,plasmid
gene:plasmid:139360,plasmid,3978395,NC_007930.1,197464,198285,site-specific integrase,LSL_RS10495,ISMbov8,IS1634,,Mycoplasma bovis,34.2,0.36,plasmid
gene:plasmid:139361,plasmid,3978396,NC_007930.1,198321,198587,hypothetical protein,LSL_RS10500,ISPlu15,ISNCY,ISPlu15,Photorhabdus luminescens,34.2,0.11,plasmid
gene:plasmid:139362,plasmid,3978397,NC_007930.1,198694,199218,hypothetical protein,LSL_RS10505,ISCco2,IS1595,ISPna2,Campylobacter coli,32.2,0.9,plasmid
gene:plasmid:139363,plasmid,3978398,NC_007930.1,199291,199536,hypothetical protein,LSL_RS10510,ISPgo1,IS1595,ISSod11,Psychroflexus gondwanensis,30.2,1.6,plasmid
gene:plasmid:139364,plasmid,3978399,NC_007930.1,199637,200791,HlyD family efflux transporter periplasmic adaptor subunit,LSL_RS10515,ISLsa2,IS3,IS150,Lactobacillus sakei,36.2,0.13,plasmid
gene:plasmid:139365,plasmid,3978400,NC_007930.1,200808,202967,peptide cleavage/export ABC transporter,LSL_RS10520,ISMhp1,IS1634,,Mycoplasma hyopneumoniae,34.2,0.96,plasmid
gene:plasmid:139366,plasmid,3978401,NC_007930.1,203117,203356,hypothetical protein,LSL_RS10525,ISHce1,IS1595,ISPna2,Helicobacter cetorum,32.2,0.4,plasmid
gene:plasmid:139367,plasmid,3978402,NC_007930.1,203394,204188,response regulator transcription factor,LSL_RS10530,ISChja3,IS30,,Chromohalobacter japonicus,32.2,1.4,plasmid
gene:plasmid:139368,plasmid,3978403,NC_007930.1,204202,205491,GHKL domain-containing protein,LSL_RS10535,ISAlw26,IS3,IS3,Acinetobacter lwoffii,34.2,0.57,plasmid
gene:plasmid:139369,plasmid,3978404,NC_007930.1,205491,205607,bacteriocin,LSL_RS10540,ISSsu9,IS1595,ISPna2,Streptococcus suis,32.2,0.18,plasmid
gene:plasmid:139370,plasmid,3978405,NC_007930.1,205727,205894,ABC transporter permease,LSL_RS10545,ISHal2,IS200/IS605,IS1341,Haloferax alexandrinus,30.2,1.1,plasmid
gene:plasmid:139371,plasmid,3978406,NC_007930.1,206037,206243,ABC transporter permease,LSL_RS10550,ISClta1,IS1202,IS1202,Clostridium tagluense,32.2,0.34,plasmid
gene:plasmid:139372,plasmid,3978407,NC_007930.1,206261,206455,bacteriocin,LSL_RS10555,ISEc68,IS5,IS5,Escherichia coli,30.2,1.3,plasmid
gene:plasmid:139373,plasmid,3978408,NC_007930.1,206461,206718,bacteriocin,LSL_RS10560,ISCwa1,IS1634,,Crocosphaera watsoni,32.2,0.43,plasmid
gene:plasmid:139374,plasmid,3978409,NC_007930.1,206823,206984,hypothetical protein,LSL_1919,ISAlw9,IS4,IS4,Acinetobacter lwoffii,32.2,0.26,plasmid
gene:plasmid:139375,plasmid,3978410,NC_007930.1,207127,207279,bacteriocin-like prepeptide,LSL_1920,ISDau1,IS1380,,Desulfobacterium autotrophicum,30.2,0.97,plasmid
gene:plasmid:139376,plasmid,3978411,NC_007930.1,207403,207576,bacteriocin,LSL_RS10570,ISHp1,IS1595,ISPna2,Helicobacter pylori,32.2,0.28,plasmid
gene:plasmid:139377,plasmid,3978412,NC_007930.1,207808,208071,hypothetical protein,LSL_RS10575,ISAbe14,ISL3,,Acinetobacter bereziniae,38.2,0.007,plasmid
gene:plasmid:139378,plasmid,3978413,NC_007930.1,208110,208235,hypothetical protein,LSL_1923,ISPfu5,IS6,,Pyrococcus furiosus,36.2,0.013,plasmid
gene:plasmid:139379,plasmid,3978414,NC_007930.1,0,764,replication initiation protein,LSL_RS09570,ISAbe14,ISL3,,Acinetobacter bereziniae,32.2,1.3,plasmid
gene:plasmid:139380,plasmid,3978415,NC_007930.1,1050,2042,replication protein,LSL_RS09575,IS231S,IS4,IS231,Bacillus anthracis,38.2,0.028,plasmid
gene:plasmid:139381,plasmid,3978416,NC_007930.1,2093,3500,,LSL_RS09580,ISAba46,IS66,,Acinetobacter baumannii,32.2,2.5,plasmid
gene:plasmid:139382,plasmid,3978417,NC_007930.1,3534,4600,,LSL_RS09585,ISCth1,IS982,,Clostridium thermocellum,46.1,1.00E-04,plasmid
gene:plasmid:139383,plasmid,3978418,NC_007930.1,4612,4929,RNA-binding protein,LSL_RS09590,ISHp1,IS1595,ISPna2,Helicobacter pylori,34.2,0.14,plasmid
gene:plasmid:139384,plasmid,3978419,NC_007930.1,88955,89830,ABC transporter ATP-binding protein,LSL_RS09960,ISAlw2,IS1,,Acinetobacter lwoffii,38.2,0.025,plasmid
gene:plasmid:139385,plasmid,3978420,NC_007930.1,90067,90750,ribose-5-phosphate isomerase RpiA,LSL_RS09965,ISEvi2,IS1595,,Echinicola vietnamensis,34.2,0.3,plasmid
gene:plasmid:139386,plasmid,3978421,NC_007930.1,90767,91414,ribulose-phosphate 3-epimerase,LSL_RS09970,ISFnu7,IS1182,,Fusobacterium nucleatum,34.2,0.28,plasmid
gene:plasmid:139387,plasmid,3978422,NC_007930.1,91484,92009,,LSL_RS09975,IS4Sa,IS4,IS4Sa,Synechocystis sp.,36.2,0.058,plasmid
gene:plasmid:139388,plasmid,3978423,NC_007930.1,92352,93100,,LSL_RS09980,ISTte3,ISLre2,,Thermoanaerobacter tengcongensis,36.2,0.083,plasmid
gene:plasmid:139390,plasmid,3978425,NC_007930.1,93924,94577,hypothetical protein,LSL_RS09995,ISAcsp12,IS3,IS3,Acinetobacter sp.,32.2,1.1,plasmid
gene:plasmid:139391,plasmid,3978426,NC_007930.1,94590,95144,hypothetical protein,LSL_RS10000,ISBth167,IS3,IS150,Bacillus thuringiensis,34.2,0.24,plasmid
gene:plasmid:139392,plasmid,3978427,NC_007930.1,95156,96436,CHAP domain-containing protein,LSL_RS10005,ISSto11,IS607,,Sulfolobus tokodaii,36.2,0.14,plasmid
gene:plasmid:139393,plasmid,3978428,NC_007930.1,96646,98574,conjugal transfer protein,LSL_RS10010,ISMhu8,IS1634,,Methanospirillum hungatei,40.1,0.014,plasmid
gene:plasmid:139394,plasmid,3978429,NC_007930.1,98593,99258,hypothetical protein,LSL_RS10015,ISKol3,IS21,,Kosmotoga olearia,38.2,0.019,plasmid
gene:plasmid:139395,plasmid,3978430,NC_007930.1,99264,99578,hypothetical protein,LSL_RS10020,ISSth6,IS3,IS150,Streptococcus thermophilus,36.2,0.034,plasmid
gene:plasmid:139396,plasmid,3978431,NC_007930.1,99692,102004,hypothetical protein,LSL_RS10025,ISDph1,ISNCY,ISDol1,Desulfotignum phosphitoxidans,36.2,0.26,plasmid
gene:plasmid:139397,plasmid,3978432,NC_007930.1,102006,104870,type IV secretory system conjugative DNA transfer family protein,LSL_RS10030,ISAon1,ISL3,,Alistipes onderdonkii,38.2,0.082,plasmid
gene:plasmid:139398,plasmid,3978433,NC_007930.1,104933,107350,hypothetical protein,LSL_RS10035,ISEfa12,IS1182,,Enterococcus faecium,46.1,3.00E-04,plasmid
gene:plasmid:139399,plasmid,3978434,NC_007930.1,107480,107818,hypothetical protein,LSL_RS10040,ISArsp2,IS481,,Arthrobacter sp.,32.2,0.57,plasmid
gene:plasmid:139400,plasmid,3978435,NC_007930.1,107893,108180,hypothetical protein,LSL_RS10045,TnBth3,Tn3,,Bacillus thuringiensis,30.2,1.9,plasmid
gene:plasmid:139401,plasmid,3978436,NC_007930.1,108192,110021,ATP-dependent Clp protease ATP-binding subunit,LSL_RS10050,ISPlge4,IS110,IS1111,Pluralibacter gergoviae,42.1,0.003,plasmid
gene:plasmid:139403,plasmid,3978438,NC_007930.1,159100,159489,hypothetical protein,LSL_RS10320,ISWosp5,IS4,IS231,Wolbachia sp.,34.2,0.17,plasmid
gene:plasmid:139404,plasmid,3978439,NC_007930.1,160094,160396,hypothetical protein,LSL_RS10325,ISPto7,IS66,ISBst12,Psychroflexus torquis,32.2,0.51,plasmid
